;pH;sulphates;alcohol;quality
2524;3.18;0.49;9.7;5
2525;3.17;0.38;10.4;8
2526;3.36;0.6;11.5;7
2527;3.27;0.51;10.2;6
2528;3.38;0.5;9.8;6
2529;3.24;0.47;9.0;5
2530;3.38;0.59;10.5;6
2531;3.16;0.38;9.4;4
2532;3.16;0.38;9.4;4
2533;3.21;0.34;10.8;5
2534;3.17;0.46;10.7;7
2535;3.08;0.5;10.6;6
2536;3.15;0.42;9.2;6
2537;3.28;0.44;9.5;6
2538;3.28;0.44;9.5;6
2539;3.41;0.5;10.0;5
2540;3.13;0.47;10.6;5
2541;3.08;0.5;10.6;6
2542;3.13;0.48;10.6;5
2543;3.15;0.42;9.2;6
2544;3.24;0.48;11.0;6
2545;3.25;0.53;11.2;6
2546;3.32;0.54;9.6;5
2547;3.21;0.48;9.4;5
2548;3.2;0.53;9.5;6
2549;3.09;0.62;9.3;5
2550;3.21;0.48;9.4;5
2551;3.2;0.53;9.5;6
2552;3.07;0.46;9.4;5
2553;3.13;0.72;11.2;7
2554;3.14;0.73;11.2;7
2555;3.13;0.72;11.2;7
2556;3.0;0.53;8.8;5
2557;3.14;0.73;11.2;7
2558;3.13;0.72;11.2;7
2559;3.2;0.42;9.4;5
2560;3.06;0.42;11.1;6
2561;3.08;0.46;9.6;5
2562;3.06;0.42;11.1;6
2563;3.2;0.42;9.4;5
2564;2.95;0.45;10.6;6
2565;3.13;0.45;8.9;5
2566;3.15;0.46;12.3;7
2567;3.34;0.46;11.4;5
2568;3.16;0.49;9.6;6
2569;3.33;0.59;10.3;6
2570;3.34;0.46;11.4;5
2571;3.23;0.36;12.1;6
2572;3.46;0.45;9.9;5
2573;3.15;0.49;9.7;5
2574;3.18;0.52;10.5;5
2575;3.04;0.44;8.9;6
2576;3.18;0.5;9.4;5
2577;3.18;0.5;9.6;5
2578;3.4;0.56;12.6;7
2579;3.1;0.37;9.2;6
2580;3.2;0.5;10.4;5
2581;3.0;0.52;9.0;7
2582;3.0;0.52;9.0;7
2583;3.0;0.52;9.0;7
2584;3.0;0.52;9.0;7
2585;3.0;0.52;9.0;7
2586;3.0;0.52;9.0;7
2587;3.22;0.43;9.2;6
2588;3.0;0.52;9.0;7
2589;3.2;0.48;9.7;4
2590;3.34;0.42;10.1;6
2591;3.46;0.64;11.0;7
2592;3.2;0.55;10.8;5
2593;3.22;0.38;10.8;5
2594;3.48;0.88;13.5;7
2595;3.24;0.39;10.6;5
2596;3.23;0.64;9.8;5
2597;3.18;0.7;11.7;6
2598;3.23;0.64;9.8;5
2599;3.34;0.6;9.0;6
2600;3.18;0.74;11.3;7
2601;3.31;0.61;9.4;5
2602;3.18;0.7;11.7;6
2603;3.31;0.63;11.3;7
2604;3.31;0.63;11.3;7
2605;3.2;0.36;12.0;6
2606;3.48;0.49;10.6;6
2607;3.13;0.46;10.8;6
2608;3.12;0.46;10.8;6
2609;3.2;0.36;12.0;6
2610;3.18;0.67;9.4;5
2611;3.19;0.5;9.4;5
2612;3.31;0.63;11.3;7
2613;3.07;0.4;9.4;5
2614;3.39;0.47;12.0;5
2615;3.28;0.72;10.3;7
2616;3.28;0.72;10.3;7
2617;3.28;0.72;10.3;7
2618;3.22;0.38;11.3;7
2619;3.1;0.47;9.4;6
2620;3.14;0.38;8.7;5
2621;3.07;0.4;9.4;5
2622;3.22;0.38;11.3;7
2623;3.28;0.72;10.3;7
2624;3.39;0.47;12.0;5
2625;3.34;0.42;8.0;5
2626;3.44;0.51;10.4;7
2627;3.37;0.41;10.7;7
2628;3.47;0.46;10.2;6
2629;3.56;0.43;10.9;5
2630;3.3;0.36;10.5;6
2631;3.26;0.39;11.7;7
2632;3.13;0.45;8.6;5
2633;3.2;0.44;9.0;5
2634;2.96;0.88;8.7;5
2635;3.1;0.47;12.8;6
2636;3.2;0.44;9.0;5
2637;2.96;0.88;8.7;5
2638;3.28;0.53;11.8;6
2639;3.05;0.55;11.6;6
2640;3.14;0.61;11.8;6
2641;3.24;0.37;10.6;5
2642;3.17;0.8;9.7;5
2643;3.22;0.47;10.3;5
2644;3.15;0.44;10.2;6
2645;3.33;0.44;10.1;7
2646;3.7;0.68;10.9;7
2647;3.24;0.51;9.3;5
2648;3.33;0.54;10.2;6
2649;3.15;0.44;10.2;6
2650;3.11;0.53;9.5;5
2651;3.18;0.4;9.3;5
2652;3.06;0.34;12.9;7
2653;3.14;0.46;8.7;5
2654;3.4;0.57;9.4;5
2655;3.23;0.69;10.1;5
2656;3.19;0.78;10.0;4
2657;3.27;0.69;11.1;7
2658;3.26;0.7;10.3;7
2659;3.24;0.41;12.2;6
2660;3.11;0.48;9.3;6
2661;3.19;0.56;11.3;6
2662;3.04;0.65;10.8;6
2663;2.98;0.39;11.2;8
2664;3.32;0.45;12.5;7
2665;3.39;0.49;9.3;5
2666;3.4;0.41;12.9;7
2667;3.2;0.45;11.2;7
2668;3.0;1.0;12.6;6
2669;3.2;0.49;9.3;5
2670;3.4;0.41;12.9;7
2671;3.41;0.41;12.9;7
2672;3.2;0.36;9.5;7
2673;3.19;0.36;11.9;6
2674;2.93;0.66;10.3;7
2675;2.92;0.66;10.3;7
2676;3.06;0.68;11.2;6
2677;3.18;0.31;12.0;6
2678;3.13;0.4;9.6;5
2679;3.2;0.42;9.2;6
2680;3.03;0.33;12.9;6
2681;2.99;0.59;9.3;6
2682;3.1;0.44;12.1;6
2683;3.13;0.4;9.6;5
2684;3.37;0.48;11.2;6
2685;3.11;0.37;11.2;7
2686;3.03;0.33;12.9;6
2687;3.21;0.46;9.2;5
2688;2.99;0.59;9.3;6
2689;3.2;0.42;9.2;6
2690;3.18;0.5;9.3;6
2691;3.2;0.36;10.7;6
2692;3.05;0.54;9.8;6
2693;3.3;0.54;10.3;6
2694;3.2;0.36;10.7;6
2695;3.28;0.38;11.3;6
2696;3.02;0.49;8.8;6
2697;3.18;0.5;10.8;5
2698;3.05;0.54;9.8;6
2699;3.18;0.5;9.3;6
2700;3.26;0.6;11.5;7
2701;3.26;0.41;8.8;5
2702;3.26;0.41;8.8;5
2703;3.26;0.41;8.8;5
2704;3.19;0.38;9.4;6
2705;3.19;0.38;9.4;6
2706;3.16;0.63;9.6;6
2707;3.26;0.41;8.8;5
2708;3.22;0.48;9.3;6
2709;3.22;0.75;8.9;5
2710;3.22;0.75;8.9;5
2711;3.74;0.43;10.0;5
2712;3.24;0.46;9.1;5
2713;3.22;0.48;9.3;6
2714;3.2;0.5;9.4;6
2715;3.14;0.6;10.1;6
2716;3.22;0.75;8.9;5
2717;3.2;0.4;10.8;6
2718;3.24;0.54;10.0;6
2719;3.03;0.38;10.9;6
2720;3.15;0.38;12.0;7
2721;2.99;0.8;9.3;5
2722;3.22;0.62;12.3;7
2723;3.45;0.56;10.4;6
2724;3.03;0.38;10.9;6
2725;3.22;0.42;10.5;5
2726;3.41;0.5;9.8;6
2727;3.06;0.46;10.5;6
2728;3.16;0.51;9.9;6
2729;3.27;0.69;11.4;7
2730;3.18;0.51;9.2;5
2731;3.09;0.53;9.7;5
2732;3.09;0.51;10.0;5
2733;3.27;0.69;11.4;7
2734;3.13;0.49;10.3;6
2735;3.16;0.51;9.9;6
2736;3.06;0.46;10.5;6
2737;3.16;0.47;9.8;7
2738;3.19;0.34;9.3;5
2739;3.08;0.47;12.4;7
2740;3.16;0.42;9.3;6
2741;3.19;0.34;9.3;5
2742;3.26;0.72;9.5;6
2743;3.08;0.4;10.5;6
2744;3.08;0.4;10.5;6
2745;3.26;0.53;12.8;7
2746;2.99;0.45;10.8;6
2747;3.1;0.55;10.0;6
2748;3.38;0.9;11.8;8
2749;3.1;0.55;10.0;6
2750;3.38;0.9;11.8;8
2751;3.19;0.66;12.0;6
2752;3.18;0.46;12.6;6
2753;3.37;0.4;11.9;8
2754;3.13;0.32;10.6;5
2755;3.42;0.48;9.2;5
2756;3.17;0.52;10.0;6
2757;3.36;0.46;9.2;5
2758;3.36;0.47;9.3;6
2759;3.24;0.54;10.2;6
2760;3.25;0.54;10.2;6
2761;3.14;0.51;8.7;5
2762;3.24;0.42;10.7;5
2763;3.18;0.34;12.1;6
2764;3.12;0.37;9.5;6
2765;3.18;0.37;11.2;6
2766;2.93;0.59;12.0;6
2767;3.12;0.37;9.5;6
2768;3.18;0.34;12.1;6
2769;3.24;0.42;10.7;5
2770;3.26;0.54;8.8;7
2771;3.8;0.66;10.8;6
2772;3.31;0.37;13.1;7
2773;3.08;0.6;12.5;7
2774;3.09;0.33;11.7;8
2775;3.09;0.33;11.7;8
2776;3.09;0.33;11.6;8
2777;3.29;0.54;11.3;6
2778;3.08;0.6;12.5;7
2779;3.11;0.45;11.4;5
2780;3.4;0.44;12.2;5
2781;3.39;0.69;11.7;6
2782;3.31;0.59;10.4;6
2783;3.31;0.59;10.4;6
2784;3.31;0.59;10.4;6
2785;3.17;0.5;9.1;5
2786;3.05;0.41;12.2;6
2787;3.17;0.5;9.1;5
2788;3.12;0.54;9.4;5
2789;3.11;0.53;9.4;5
2790;3.31;0.59;10.4;6
2791;3.22;0.49;9.2;5
2792;3.2;0.51;9.4;5
2793;3.22;0.53;13.5;7
2794;3.07;0.4;9.4;5
2795;3.13;0.55;10.9;8
2796;3.22;0.53;13.5;7
2797;3.07;0.4;9.4;5
2798;3.19;0.45;11.4;7
2799;3.19;0.51;12.4;7
2800;3.22;0.49;9.2;5
2801;3.2;0.51;9.4;5
2802;3.3;0.39;10.5;6
2803;3.26;0.38;11.5;8
2804;3.13;0.55;10.9;8
2805;3.34;0.44;10.8;6
2806;3.03;0.46;8.9;5
2807;3.03;0.46;8.9;5
2808;3.2;0.5;9.4;6
2809;3.44;0.73;12.2;7
2810;2.99;0.47;12.1;7
2811;3.17;0.66;10.9;5
2812;3.34;0.58;10.1;6
2813;3.44;0.73;12.2;7
2814;3.31;0.38;13.0;7
2815;3.23;0.39;11.0;5
2816;3.19;0.49;10.8;5
2817;3.31;0.38;13.0;7
2818;2.91;0.34;9.3;4
2819;3.44;0.42;11.4;6
2820;2.99;0.38;9.2;5
2821;3.5;0.6;9.9;5
2822;3.22;0.44;10.5;5
2823;3.06;0.48;12.4;6
2824;3.18;0.53;9.5;6
2825;3.16;0.5;10.5;6
2826;3.23;0.48;9.1;6
2827;3.38;0.35;11.5;7
2828;3.38;0.35;11.5;7
2829;3.17;0.37;11.2;5
2830;3.22;0.4;10.8;5
2831;3.12;0.44;9.4;5
2832;3.17;0.58;11.0;6
2833;3.21;0.37;11.3;7
2834;3.28;0.38;11.2;6
2835;3.16;0.5;10.5;6
2836;3.23;0.48;9.1;6
2837;3.21;0.5;10.4;6
2838;3.1;0.58;11.2;7
2839;3.14;0.36;11.1;7
2840;3.18;0.38;11.2;6
2841;3.29;0.39;10.5;6
2842;3.2;0.45;10.0;6
2843;3.2;0.47;10.0;6
2844;3.1;0.42;10.9;5
2845;3.15;0.56;10.9;7
2846;3.1;0.58;11.2;7
2847;3.5;0.42;11.7;5
2848;3.16;0.42;10.0;5
2849;3.02;0.64;9.5;5
2850;3.03;0.52;9.0;5
2851;3.04;0.56;10.0;5
2852;3.08;0.43;11.9;5
2853;3.57;0.59;10.6;6
2854;3.15;0.4;11.0;6
2855;3.25;0.43;11.2;7
2856;3.51;0.6;12.0;7
2857;3.24;0.6;12.6;8
2858;3.25;0.43;11.2;7
2859;3.24;0.68;10.5;6
2860;3.11;0.52;10.2;6
2861;3.15;0.4;11.0;6
2862;3.57;0.52;12.2;6
2863;3.18;0.41;12.3;6
2864;3.57;0.59;10.6;6
2865;3.36;0.5;10.4;6
2866;3.51;0.6;12.0;7
2867;3.15;0.53;12.7;7
2868;3.05;0.28;10.6;5
2869;3.14;0.34;12.3;6
2870;3.15;0.53;12.7;7
2871;3.09;0.53;11.4;6
2872;3.65;0.89;12.0;7
2873;3.23;0.94;12.4;8
2874;3.24;0.99;12.1;7
2875;3.09;0.53;11.4;6
2876;3.21;0.38;10.7;5
2877;2.97;0.4;9.3;5
2878;3.37;0.42;12.7;6
2879;3.18;0.39;11.7;6
2880;2.93;0.49;10.7;5
2881;2.99;0.43;11.8;7
2882;3.2;0.39;9.9;5
2883;3.23;0.53;13.4;7
2884;3.12;0.64;12.8;7
2885;3.15;0.45;12.8;6
2886;3.13;0.41;10.5;5
2887;3.31;0.55;11.5;5
2888;3.04;0.37;10.5;4
2889;2.95;0.39;13.0;6
2890;3.19;0.34;12.4;8
2891;3.16;0.35;10.2;6
2892;3.23;0.5;9.0;5
2893;3.33;0.86;12.0;7
2894;3.15;0.5;11.7;7
2895;3.58;0.57;10.0;5
2896;3.37;0.54;10.3;5
2897;3.23;0.5;9.0;5
2898;2.99;0.38;11.1;5
2899;3.31;0.46;9.0;5
2900;3.4;0.58;10.5;6
2901;3.27;0.59;11.9;7
2902;3.27;0.5;9.4;5
2903;3.31;0.52;11.4;6
2904;3.31;0.58;10.8;7
2905;3.1;0.46;9.8;5
2906;3.2;0.45;9.3;5
2907;3.31;0.52;11.4;6
2908;3.24;0.52;11.3;6
2909;3.23;0.52;11.3;6
2910;3.22;0.48;9.5;5
2911;3.27;0.5;9.4;5
2912;3.27;0.59;11.9;7
2913;3.03;0.38;9.3;5
2914;3.03;0.54;11.4;6
2915;3.03;0.54;11.4;6
2916;3.22;0.39;12.7;6
2917;3.2;0.45;13.5;7
2918;3.06;0.52;11.2;6
2919;3.19;0.41;10.7;5
2920;3.01;0.46;10.8;4
2921;3.46;0.57;10.5;6
2922;3.13;0.32;13.0;8
2923;3.08;0.49;10.8;6
2924;3.05;0.5;9.1;6
2925;3.1;0.5;10.1;5
2926;3.3;0.84;11.9;8
2927;2.98;0.31;12.0;7
2928;2.98;0.31;12.0;7
2929;3.05;0.5;9.1;6
2930;3.22;0.95;11.6;8
2931;3.3;0.84;11.9;8
2932;3.14;0.5;10.2;6
2933;3.08;0.49;10.8;6
2934;3.3;0.4;9.8;5
2935;2.95;0.3;11.4;4
2936;3.3;0.41;9.8;5
2937;3.1;0.5;10.1;5
2938;3.19;0.38;9.8;8
2939;3.19;0.38;9.8;8
2940;3.21;0.4;10.7;6
2941;3.11;0.61;10.6;5
2942;3.17;0.47;9.3;5
2943;3.19;0.38;9.8;8
2944;3.21;0.4;10.7;6
2945;3.33;0.59;14.0;8
2946;3.36;0.37;11.0;6
2947;3.36;0.37;11.0;6
2948;3.21;0.45;9.4;6
2949;3.1;0.36;9.0;6
2950;3.08;0.55;9.0;5
2951;3.37;0.53;10.0;5
2952;3.08;0.54;9.0;5
2953;3.08;0.55;9.0;5
2954;3.29;0.6;12.4;7
2955;3.14;0.44;11.3;5
2956;2.8;0.55;12.0;6
2957;3.01;0.56;11.7;6
2958;3.37;0.53;10.0;5
2959;2.84;0.54;13.2;7
2960;3.07;0.59;11.0;7
2961;3.22;0.54;11.0;6
2962;3.02;0.48;9.2;5
2963;3.08;0.48;13.0;7
2964;3.77;0.6;10.6;5
2965;3.55;0.49;13.0;8
2966;3.04;0.54;9.0;6
2967;3.04;0.54;9.0;6
2968;2.93;0.32;11.5;5
2969;3.11;0.44;11.0;6
2970;2.93;0.32;11.5;5
2971;3.11;0.43;9.9;5
2972;3.12;0.46;10.4;6
2973;3.04;0.54;9.0;6
2974;3.06;0.52;9.9;6
2975;3.07;0.47;11.0;6
2976;3.18;0.35;12.1;6
2977;2.96;0.51;9.7;6
2978;2.96;0.51;9.7;6
2979;2.99;0.3;12.2;7
2980;3.15;0.31;12.4;7
2981;3.03;0.39;10.5;7
2982;3.28;0.57;10.4;6
2983;3.15;0.34;12.0;6
2984;3.07;0.32;12.7;6
2985;3.11;0.45;10.9;7
2986;3.11;0.45;10.9;7
2987;3.11;0.45;10.9;7
2988;3.15;0.52;11.4;7
2989;3.22;0.41;11.0;6
2990;3.45;0.31;12.6;7
2991;3.29;0.46;11.6;7
2992;3.11;0.44;10.5;7
2993;3.11;0.45;10.9;7
2994;3.11;0.45;10.9;7
2995;3.03;0.37;12.5;6
2996;3.11;0.5;12.1;8
2997;3.02;0.58;11.3;6
2998;3.07;0.64;13.3;7
2999;3.11;0.45;10.9;7
3000;3.11;0.45;10.9;7
3001;3.11;0.44;10.5;7
3002;3.29;0.46;11.6;7
3003;3.15;0.52;11.4;7
3004;3.16;0.51;11.0;6
3005;3.08;0.36;12.1;6
3006;3.22;0.41;11.0;6
3007;3.45;0.31;12.6;7
3008;3.36;0.3;13.0;7
3009;2.94;0.64;8.8;6
3010;3.16;0.53;9.5;5
3011;3.2;0.47;11.8;6
3012;3.14;0.45;12.2;6
3013;3.05;0.55;10.7;6
3014;3.07;0.38;11.0;6
3015;2.99;0.44;11.4;6
3016;3.05;0.55;10.7;6
3017;3.09;0.34;12.0;6
3018;3.02;0.39;11.9;8
3019;2.99;0.44;11.4;6
3020;3.02;0.34;11.8;6
3021;3.34;0.48;10.6;4
3022;3.06;0.38;9.7;5
3023;3.07;0.38;11.0;6
3024;3.05;0.55;10.7;6
3025;3.76;0.63;11.0;7
3026;2.99;0.34;10.5;6
3027;3.1;0.45;10.4;5
3028;3.2;0.55;10.5;6
3029;3.12;0.48;12.0;8
3030;3.12;0.48;12.0;8
3031;3.22;0.41;9.2;6
3032;3.37;0.49;10.9;5
3033;3.15;0.5;9.5;6
3034;3.15;0.55;9.4;6
3035;3.13;0.5;11.3;7
3036;3.42;0.58;10.4;5
3037;3.26;0.57;9.4;6
3038;3.02;0.52;11.3;6
3039;3.14;0.4;8.8;6
3040;3.2;0.35;10.8;5
3041;3.25;0.57;9.4;6
3042;3.26;0.57;9.4;6
3043;2.95;0.43;9.2;6
3044;3.12;0.53;10.3;6
3045;3.09;0.57;9.9;6
3046;3.19;0.34;12.4;6
3047;3.11;0.44;11.9;5
3048;3.11;0.56;11.7;6
3049;2.98;0.57;9.4;5
3050;3.53;0.53;9.6;4
3051;2.98;0.57;9.4;5
3052;2.98;0.43;10.4;7
3053;3.09;0.47;9.5;5
3054;3.2;0.43;11.9;6
3055;3.18;0.4;12.5;6
3056;3.16;0.4;13.4;5
3057;3.13;0.84;12.7;5
3058;3.17;0.46;9.1;5
3059;2.9;0.5;10.5;6
3060;3.19;0.7;10.4;5
3061;3.19;0.7;10.4;5
3062;3.08;0.59;12.5;8
3063;3.19;0.7;10.4;5
3064;2.95;0.48;9.0;5
3065;3.18;0.42;9.8;6
3066;2.95;0.48;9.0;5
3067;3.17;0.43;10.7;4
3068;3.16;0.49;12.4;6
3069;3.08;0.5;12.5;8
3070;3.08;0.59;12.5;8
3071;3.1;0.43;12.1;7
3072;2.92;0.59;11.3;6
3073;3.25;0.43;12.0;5
3074;3.28;0.6;10.4;5
3075;3.11;0.46;12.2;7
3076;3.05;0.43;8.6;5
3077;3.17;0.46;9.1;5
3078;2.96;0.33;12.1;5
3079;3.32;0.81;12.0;5
3080;2.9;0.5;10.5;6
3081;3.19;0.7;10.4;5
3082;3.46;0.42;11.9;6
3083;3.25;0.52;13.7;7
3084;3.22;0.72;11.3;6
3085;3.02;0.42;10.5;6
3086;3.25;0.52;13.7;7
3087;3.14;0.44;10.1;3
3088;2.94;0.39;12.3;6
3089;3.06;0.33;12.0;7
3090;3.22;0.72;11.3;6
3091;3.12;0.51;9.5;6
3092;3.02;0.53;11.4;6
3093;3.16;0.48;11.9;7
3094;2.85;0.54;10.0;6
3095;2.85;0.54;10.0;6
3096;3.23;0.6;11.3;7
3097;3.25;0.48;11.7;5
3098;3.36;0.39;11.0;7
3099;2.97;0.48;12.2;7
3100;2.91;0.54;10.7;7
3101;3.11;0.34;10.9;6
3102;3.17;0.38;10.2;6
3103;3.16;0.48;11.9;7
3104;3.15;0.48;11.1;5
3105;3.0;0.5;11.2;6
3106;3.02;0.53;11.4;6
3107;3.07;0.57;10.6;6
3108;3.03;0.53;10.3;5
3109;3.4;0.57;10.4;4
3110;3.1;0.62;11.9;6
3111;3.19;0.43;11.9;7
3112;3.12;0.7;10.4;5
3113;3.11;0.47;9.2;6
3114;3.24;0.43;11.3;6
3115;3.24;0.43;11.3;6
3116;3.25;0.5;11.0;7
3117;3.19;0.43;11.9;7
3118;3.08;0.64;12.9;7
3119;3.09;0.31;10.8;5
3120;3.16;0.47;9.1;6
3121;3.12;0.7;10.4;5
3122;3.35;0.37;12.9;6
3123;3.46;0.44;12.2;5
3124;3.11;0.47;9.2;6
3125;3.06;0.46;10.3;5
3126;3.08;0.46;11.0;7
3127;3.17;0.65;11.0;5
3128;3.69;0.62;11.7;6
3129;3.2;0.43;12.0;6
3130;3.17;0.43;12.7;6
3131;3.11;0.49;8.8;5
3132;3.24;0.43;11.3;6
3133;3.19;0.4;12.8;6
3134;3.18;0.44;11.2;6
3135;3.26;0.51;8.9;6
3136;3.5;0.39;11.2;5
3137;3.23;0.4;11.1;6
3138;3.05;0.51;10.8;6
3139;3.18;0.42;9.3;6
3140;3.26;0.51;8.9;6
3141;3.22;0.36;12.7;7
3142;3.16;0.4;12.0;6
3143;3.5;0.39;11.2;5
3144;3.23;0.43;8.8;6
3145;3.23;0.43;8.8;6
3146;3.23;0.43;8.8;6
3147;3.2;0.47;10.4;6
3148;3.23;0.43;8.8;6
3149;3.2;0.47;10.4;6
3150;3.38;0.45;14.0;6
3151;3.23;0.43;8.8;6
3152;3.03;0.43;13.1;6
3153;3.25;0.42;12.3;6
3154;3.27;0.46;12.6;6
3155;3.18;0.44;12.0;7
3156;2.87;0.47;9.5;5
3157;3.18;0.44;12.0;7
3158;3.08;0.49;12.7;7
3159;3.4;0.39;10.5;6
3160;3.15;0.54;12.9;6
3161;2.87;0.47;9.5;5
3162;3.18;0.44;12.0;7
3163;3.08;0.49;12.7;7
3164;3.06;0.66;11.9;6
3165;3.24;0.45;12.0;6
3166;3.25;0.41;12.5;6
3167;3.21;0.43;12.1;7
3168;3.05;0.36;12.5;6
3169;3.06;0.58;9.9;6
3170;3.02;0.41;10.7;6
3171;2.94;0.35;12.0;6
3172;2.97;0.31;12.2;8
3173;2.99;0.32;12.4;8
3174;3.0;0.32;12.4;8
3175;3.02;0.31;10.3;6
3176;2.94;0.35;12.0;6
3177;3.3;0.4;10.5;5
3178;3.1;0.44;9.5;6
3179;3.0;0.35;10.5;4
3180;3.24;0.36;12.3;6
3181;2.93;0.37;11.9;6
3182;3.25;0.45;9.8;5
3183;3.24;0.36;12.3;6
3184;3.14;0.56;11.4;7
3185;3.21;0.43;11.0;6
3186;3.06;0.56;10.8;4
3187;3.24;0.37;12.8;7
3188;3.11;0.5;11.0;8
3189;3.15;0.36;10.2;5
3190;3.32;0.6;12.5;7
3191;3.06;0.37;11.6;6
3192;2.93;0.37;11.9;6
3193;3.25;0.45;9.8;5
3194;3.26;0.48;11.0;5
3195;3.14;0.52;10.9;6
3196;2.97;0.3;11.0;7
3197;2.96;0.37;12.5;6
3198;2.97;0.3;11.0;7
3199;3.18;0.53;12.0;7
3200;3.14;0.31;12.4;7
3201;2.96;0.37;12.5;6
3202;3.22;0.38;12.8;7
3203;2.97;0.3;11.0;7
3204;3.33;0.43;9.1;5
3205;3.11;0.4;12.4;7
3206;3.15;0.8;12.9;7
3207;3.09;0.87;10.9;6
3208;3.53;0.58;10.8;5
3209;3.11;0.38;10.6;5
3210;3.13;0.52;9.0;5
3211;3.04;0.33;12.0;6
3212;3.25;0.35;11.8;5
3213;3.01;0.38;10.6;6
3214;3.34;0.48;12.3;6
3215;3.19;0.64;11.5;6
3216;2.97;0.45;11.1;5
3217;3.13;0.52;9.0;5
3218;3.0;0.44;9.9;4
3219;3.27;0.53;12.8;7
3220;2.93;0.57;12.9;5
3221;3.1;0.57;12.9;6
3222;3.01;0.68;12.0;6
3223;3.04;0.33;12.0;6
3224;3.22;0.27;11.2;6
3225;3.11;0.39;13.3;7
3226;3.34;0.5;9.9;6
3227;3.11;0.52;9.5;6
3228;3.12;0.49;9.4;6
3229;3.48;0.6;11.0;7
3230;2.96;0.43;9.4;6
3231;2.98;0.82;11.5;6
3232;3.14;0.34;12.5;5
3233;3.18;0.34;11.9;6
3234;3.26;0.47;10.4;6
3235;3.22;0.27;11.2;6
3236;3.11;0.33;12.5;6
3237;3.18;0.4;11.0;7
3238;3.09;0.37;9.8;5
3239;3.1;0.4;12.3;7
3240;3.18;0.52;11.0;6
3241;3.1;0.46;12.6;7
3242;3.31;0.62;11.6;6
3243;3.1;0.4;12.3;7
3244;3.19;0.22;13.4;7
3245;3.09;0.37;9.8;5
3246;3.18;0.46;11.5;6
3247;3.04;0.38;11.6;6
3248;3.18;0.4;11.1;7
3249;3.18;0.4;11.0;7
3250;3.06;0.54;11.3;6
3251;3.08;0.53;9.9;6
3252;3.06;0.33;12.6;8
3253;3.3;0.36;11.8;8
3254;3.03;0.5;11.4;5
3255;3.1;0.5;9.2;6
3256;3.1;0.5;9.2;6
3257;3.1;0.5;9.2;6
3258;3.1;0.5;9.2;6
3259;3.1;0.5;9.2;6
3260;3.1;0.5;9.2;6
3261;3.21;0.42;13.0;5
3262;3.1;0.5;9.3;7
3263;3.22;0.62;12.6;8
3264;3.34;0.44;9.6;6
3265;3.42;0.44;8.0;3
3266;3.11;0.42;11.8;6
3267;3.21;0.39;10.2;6
3268;3.32;0.53;12.7;6
3269;3.31;0.56;9.4;5
3270;3.1;0.38;10.2;5
3271;3.28;0.6;12.0;7
3272;3.08;0.6;11.3;7
3273;3.32;0.53;11.8;7
3274;3.45;0.59;10.9;5
3275;3.14;0.47;9.8;4
3276;3.23;0.49;12.2;8
3277;3.23;0.44;11.1;7
3278;3.31;0.56;9.4;5
3279;3.06;0.47;11.4;6
3280;3.1;0.38;10.2;5
3281;3.13;0.52;12.8;6
3282;3.07;0.67;10.1;7
3283;2.93;0.45;9.4;6
3284;2.91;0.23;12.2;6
3285;3.07;0.65;10.9;7
3286;3.06;0.64;10.9;7
3287;3.07;0.65;10.9;7
3288;2.93;0.45;9.4;6
3289;3.14;0.48;9.4;5
3290;3.08;0.38;11.4;5
3291;3.17;0.32;12.9;8
3292;3.14;0.48;9.4;5
3293;2.91;0.57;12.0;7
3294;3.38;0.56;10.1;6
3295;3.14;0.48;9.4;5
3296;3.14;0.48;9.4;5
3297;3.17;0.45;9.2;5
3298;3.34;0.44;11.8;6
3299;3.0;0.34;12.3;7
3300;3.08;0.38;11.4;5
3301;3.17;0.32;12.9;8
3302;3.13;0.32;12.3;6
3303;3.27;0.36;13.5;7
3304;3.29;0.42;12.8;7
3305;3.04;0.54;12.8;7
3306;3.29;0.42;12.8;7
3307;2.9;0.38;11.0;3
3308;3.2;0.43;10.6;6
3309;3.16;0.44;12.4;7
3310;3.22;0.46;12.9;7
3311;3.54;0.59;11.1;7
3312;3.08;0.64;12.9;7
3313;3.1;0.37;11.8;7
3314;3.23;0.54;9.1;6
3315;3.09;0.49;12.7;7
3316;3.16;0.48;12.0;6
3317;3.24;0.47;11.2;6
3318;3.19;0.75;12.4;7
3319;3.5;0.49;10.4;5
3320;3.06;0.54;10.4;5
3321;3.29;0.5;12.7;6
3322;3.48;0.52;12.5;7
3323;3.14;0.5;12.0;6
3324;3.16;0.51;11.6;6
3325;3.12;0.38;12.6;7
3326;3.15;0.42;10.2;5
3327;3.43;0.68;10.4;7
3328;3.3;0.42;11.5;5
3329;3.02;0.5;11.0;6
3330;3.11;0.52;10.1;6
3331;3.08;0.52;10.5;6
3332;3.23;0.41;12.1;7
3333;3.18;0.55;9.9;6
3334;3.05;0.41;11.4;6
3335;3.0;0.6;9.5;6
3336;3.0;0.6;9.5;6
3337;3.0;0.6;9.5;6
3338;3.17;0.39;10.9;6
3339;3.08;0.47;9.5;6
3340;3.32;0.54;12.6;6
3341;3.08;0.47;9.5;6
3342;3.18;0.42;11.1;5
3343;3.0;0.6;9.5;7
3344;3.0;0.6;9.5;6
3345;3.13;0.51;10.6;6
