;fixed acidity;volatile acidity;citric acid;residual sugar
2293;7.3;0.4;0.28;6.5
2294;7.0;0.32;0.31;6.4
2295;7.5;0.42;0.19;6.9
2296;6.9;0.28;0.31;7.2
2297;6.5;0.29;0.42;10.6
2298;6.3;0.41;0.18;3.5
2299;7.0;0.32;0.31;6.4
2300;7.3;0.3;0.33;2.3
2301;6.6;0.22;0.28;12.05
2302;6.0;0.26;0.18;
2303;6.9;0.44;0.18;11.8
2304;7.5;0.42;0.2;1.4
2305;7.0;0.36;0.3;5.0
2306;5.6;0.295;0.2;2.2
2307;6.8;0.21;0.55;14.6
2308;9.4;0.28;0.3;1.6
2309;8.1;0.28;0.34;1.3
2310;6.8;0.21;0.55;14.6
2311;7.0;0.22;0.26;2.8
2312;9.4;0.28;0.3;1.6
2313;6.8;0.32;0.3;3.3
2314;7.0;0.19;0.33;6.3
2315;7.7;0.42;0.38;8.1
2316;7.4;0.2;0.31;1.6
2317;7.5;0.24;0.62;10.6
2318;7.5;0.26;0.59;11.8
2319;6.6;0.4;0.32;1.7
2320;8.0;0.2;0.3;8.1
2321;4.6;0.445;0.0;1.4
2322;6.1;0.41;0.04;
2323;7.6;0.2;0.34;1.8
2324;6.9;0.3;0.21;7.2
2325;7.0;0.35;0.17;1.1
2326;6.9;0.35;0.55;11.95
2327;7.0;0.35;0.17;1.1
2328;6.9;0.35;0.55;
2329;7.6;0.3;0.4;2.2
2330;7.5;0.38;0.29;12.7
2331;7.5;0.3;0.32;
2332;6.3;0.4;0.32;
2333;6.8;0.37;0.28;1.9
2334;7.5;0.23;0.35;17.8
2335;8.3;0.27;0.34;10.2
2336;6.8;0.26;0.22;4.8
2337;6.5;0.28;0.35;9.8
2338;7.2;0.34;0.3;8.4
2339;7.0;0.23;0.26;
2340;7.7;0.29;0.29;4.8
2341;7.2;0.34;0.3;8.4
2342;7.7;0.4;0.27;4.5
2343;6.7;0.17;0.27;1.4
2344;7.0;0.23;0.26;7.2
2345;8.1;0.24;0.26;11.0
2346;7.7;0.28;0.63;11.1
2347;7.5;0.23;0.29;2.6
2348;8.3;0.26;0.31;
2349;7.9;0.46;0.4;
2350;7.9;0.31;0.22;13.3
2351;7.9;0.25;0.34;11.4
2352;6.1;0.28;0.16;1.3
2353;7.0;0.18;0.26;1.4
2354;6.5;0.21;0.28;1.4
2355;7.6;0.48;0.33;7.0
2356;7.1;0.34;0.32;2.0
2357;8.9;0.21;0.37;1.2
2358;7.4;0.32;0.27;12.9
2359;6.0;0.495;0.27;5.0
2360;8.1;0.25;0.34;10.1
2361;8.2;0.25;0.46;3.75
2362;6.5;0.18;0.29;1.7
2363;6.7;0.24;0.26;12.6
2364;6.6;0.32;0.24;1.3
2365;7.6;0.32;0.35;
2366;7.4;0.33;0.44;7.6
2367;7.2;0.3;0.3;8.1
2368;7.4;0.34;0.3;14.9
2369;6.1;0.16;0.29;6.0
2370;6.3;0.1;0.24;6.0
2371;6.2;0.45;0.73;7.2
2372;6.0;0.33;0.18;3.0
2373;7.6;0.48;0.37;1.2
2374;7.2;0.2;0.3;
2375;7.0;0.32;0.29;4.9
2376;7.2;0.2;0.3;2.0
2377;7.0;0.22;0.29;8.9
2378;9.4;0.23;0.56;16.45
2379;6.4;0.27;0.19;2.0
2380;6.4;0.27;0.19;1.9
2381;7.0;0.23;0.42;5.1
2382;6.9;0.15;0.28;4.4
2383;6.7;0.26;0.29;
2384;6.9;0.15;0.28;4.4
2385;7.6;0.2;0.68;
2386;6.9;0.3;0.29;1.3
2387;6.9;0.3;0.3;1.3
2388;7.6;0.21;0.35;1.2
2389;6.8;0.46;0.26;2.7
2390;7.0;0.28;0.26;
2391;6.5;0.24;0.29;
2392;6.4;0.17;0.34;1.5
2393;6.4;0.17;0.34;
2394;6.3;0.695;0.55;12.9
2395;7.0;0.27;0.29;
2396;8.4;0.3;0.25;17.75
2397;6.5;0.19;0.27;4.9
2398;8.0;0.36;0.39;
2399;6.1;0.16;0.24;
2400;9.2;0.19;0.42;2.0
2401;9.2;0.16;0.49;2.0
2402;8.0;0.26;0.28;8.2
2403;8.8;0.33;0.36;2.1
2404;9.8;0.16;0.46;1.8
2405;6.6;0.23;0.18;8.5
2406;7.9;0.44;0.26;4.45
2407;7.6;0.31;0.27;5.8
2408;7.5;0.705;0.1;13.0
2409;7.1;0.21;0.28;2.7
2410;7.0;0.16;0.26;7.3
2411;8.0;0.27;0.25;19.1
2412;6.3;0.38;0.17;8.8
2413;7.1;0.21;0.28;2.7
2414;6.2;0.38;0.18;7.4
2415;8.2;0.24;0.3;2.3
2416;7.0;0.16;0.26;6.85
2417;7.3;0.815;0.09;11.4
2418;6.3;0.41;0.16;0.9
2419;6.1;0.36;0.41;19.35
2420;8.1;0.4;0.32;7.9
2421;6.8;0.26;0.43;11.75
2422;6.2;0.44;0.18;7.7
2423;7.2;0.24;0.29;3.0
2424;6.2;0.44;0.18;7.7
2425;7.2;0.24;0.29;3.0
2426;7.3;0.22;0.26;1.5
2427;8.1;0.34;0.28;7.5
2428;7.3;0.22;0.26;1.5
2429;8.1;0.34;0.28;7.5
2430;6.4;0.28;0.17;8.3
2431;6.3;0.29;0.14;7.05
2432;6.4;0.27;0.17;8.4
2433;7.4;0.35;0.2;13.9
2434;8.3;0.28;0.27;17.5
2435;6.4;0.35;0.35;
2436;6.9;0.43;0.28;9.4
2437;8.0;0.26;0.28;4.8
2438;6.9;0.43;0.28;9.4
2439;7.3;0.27;0.37;9.7
2440;6.8;0.46;0.26;6.3
2441;7.2;0.2;0.28;1.6
2442;7.6;0.285;0.32;14.6
2443;6.6;0.32;0.33;2.5
2444;7.6;0.285;0.32;14.6
2445;6.6;0.34;0.34;
2446;6.6;0.32;0.33;2.5
2447;6.5;0.27;0.26;8.2
2448;6.6;0.26;0.27;1.5
2449;6.7;0.27;0.26;2.3
2450;6.6;0.56;0.15;10.0
2451;6.6;0.56;0.15;10.0
2452;7.3;0.19;0.27;1.6
2453;6.3;0.2;0.26;1.6
2454;7.1;0.29;0.3;16.0
2455;7.8;0.32;0.33;10.4
2456;8.1;0.33;0.36;7.4
2457;8.1;0.33;0.36;
2458;7.8;0.32;0.33;10.4
2459;6.6;0.33;0.24;16.05
2460;6.6;0.33;0.24;16.05
2461;8.2;0.26;0.33;2.6
2462;8.3;0.25;0.33;2.5
2463;7.0;0.26;0.26;10.8
2464;6.0;0.26;0.15;1.2
2465;7.5;0.28;0.78;12.1
2466;7.5;0.27;0.79;11.95
2467;7.0;0.28;0.32;
2468;5.2;0.16;0.34;0.8
2469;6.8;0.34;0.1;1.4
2470;7.6;0.25;0.34;1.3
2471;5.6;0.35;0.4;6.3
2472;8.8;0.24;0.23;10.3
2473;6.0;0.29;0.21;15.55
2474;6.1;0.27;0.31;1.5
2475;7.4;0.56;0.09;1.5
2476;6.8;0.29;0.49;1.4
2477;6.1;0.27;0.31;1.5
2478;6.3;0.27;0.37;7.9
2479;6.6;0.24;0.3;13.0
2480;6.8;0.32;0.3;1.0
2481;6.4;0.37;0.37;4.85
2482;6.2;0.26;0.37;7.1
2483;6.3;0.27;0.37;7.9
2484;6.4;0.3;0.16;7.5
2485;8.0;0.28;0.32;7.6
2486;6.7;0.24;0.32;10.3
2487;7.9;0.27;0.27;1.7
2488;7.9;0.27;0.27;1.7
2489;6.1;0.28;0.24;19.95
2490;7.7;0.39;0.49;7.7
2491;6.0;0.2;0.24;5.3
2492;6.1;0.28;0.24;19.95
2493;7.6;0.31;0.23;12.7
2494;7.6;0.31;0.23;12.7
2495;6.3;0.18;0.22;1.5
2496;8.6;0.23;0.25;11.3
2497;6.8;0.21;0.36;18.1
2498;6.8;0.21;0.36;18.1
2499;6.9;0.26;0.31;7.0
2500;6.8;0.21;0.36;18.1
2501;6.4;0.31;0.4;6.4
2502;8.6;0.34;0.36;1.4
2503;8.6;0.34;0.36;1.4
2504;8.5;0.3;0.28;3.1
2505;7.4;0.4;0.41;
2506;6.6;0.32;0.34;7.7
2507;7.1;0.34;0.31;5.2
2508;6.6;0.26;0.25;11.6
2509;8.0;0.27;0.57;10.4
2510;6.2;0.28;0.45;7.5
2511;6.2;0.3;0.49;11.2
2512;5.6;0.175;0.29;0.8
2513;6.9;0.34;0.36;1.4
2514;6.9;0.34;0.3;4.7
2515;7.1;0.12;0.3;3.1
2516;7.1;0.32;0.29;4.0
2517;7.3;0.51;0.29;11.3
2518;7.1;0.12;0.3;3.1
2519;6.3;0.24;0.55;8.1
2520;7.5;0.41;0.23;14.8
2521;6.5;0.18;0.33;1.4
2522;7.3;0.17;0.24;8.1
2523;8.2;0.2;0.38;3.5
2524;7.5;0.41;0.23;14.8
2525;7.3;0.17;0.24;8.1
2526;6.5;0.18;0.33;1.4
2527;7.3;0.16;0.35;1.5
2528;6.4;0.16;0.37;1.5
2529;6.6;0.42;0.13;
2530;5.8;0.3;0.12;1.6
2531;6.7;0.54;0.27;7.1
2532;6.7;0.54;0.27;7.1
2533;6.4;0.22;0.3;11.2
2534;6.8;0.23;0.3;1.7
2535;9.0;0.26;0.34;6.7
2536;6.5;0.23;0.25;17.3
2537;5.9;0.28;0.14;8.6
2538;5.9;0.28;0.14;8.6
2539;6.2;0.27;0.18;1.5
2540;9.0;0.29;0.34;12.1
2541;9.0;0.26;0.34;6.7
2542;8.9;0.27;0.34;10.7
2543;6.5;0.23;0.25;
2544;6.9;0.32;0.3;1.8
2545;7.2;0.22;0.24;1.4
2546;6.7;0.5;0.38;7.5
2547;6.2;0.33;0.14;4.8
2548;6.3;0.26;0.42;7.1
2549;7.5;0.2;0.47;
2550;6.2;0.33;0.14;4.8
2551;6.3;0.26;0.42;
2552;6.6;0.36;0.52;11.3
2553;6.3;0.13;0.42;1.1
2554;6.4;0.15;0.44;
2555;6.3;0.13;0.42;
2556;7.6;0.23;0.64;12.9
2557;6.4;0.15;0.44;1.2
2558;6.3;0.13;0.42;1.1
2559;5.7;0.255;0.65;1.2
2560;6.9;0.32;0.26;2.3
2561;6.9;0.28;0.22;10.0
2562;6.9;0.32;0.26;2.3
2563;5.7;0.255;0.65;1.2
2564;6.6;0.41;0.16;1.4
2565;7.3;0.37;0.16;14.9
2566;6.9;0.21;0.24;1.8
2567;6.6;0.24;0.28;1.8
2568;6.8;0.28;0.36;7.0
2569;6.6;0.24;0.24;8.6
2570;6.6;0.24;0.28;1.8
2571;7.0;0.16;0.32;1.1
2572;7.0;0.14;0.28;1.3
2573;6.3;0.34;0.36;4.9
2574;6.8;0.26;0.24;1.9
2575;6.7;0.17;0.42;10.4
2576;6.5;0.27;0.4;10.0
2577;6.7;0.25;0.36;8.6
2578;5.8;0.3;0.27;1.7
2579;6.4;0.28;0.56;1.7
2580;7.7;0.3;0.26;18.95
2581;6.8;0.18;0.3;12.8
2582;6.8;0.18;0.3;
2583;6.8;0.18;0.3;12.8
2584;6.8;0.18;0.3;12.8
2585;6.8;0.18;0.3;12.8
2586;6.8;0.18;0.3;12.8
2587;5.1;0.14;0.25;0.7
2588;6.8;0.18;0.3;12.8
2589;7.2;0.615;0.1;1.4
2590;6.9;0.13;0.28;13.3
2591;6.7;0.34;0.3;8.5
2592;7.3;0.32;0.29;1.5
2593;6.3;0.21;0.29;
2594;5.4;0.5;0.13;
2595;8.2;0.52;0.34;1.2
2596;7.8;0.28;0.31;2.1
2597;6.4;0.22;0.34;1.4
2598;7.8;0.28;0.31;
2599;6.9;0.32;0.27;16.0
2600;6.8;0.11;0.42;1.1
2601;6.2;0.26;0.32;15.3
2602;6.4;0.22;0.34;1.4
2603;6.7;0.3;0.29;2.8
2604;6.7;0.3;0.29;2.8
2605;7.1;0.2;0.3;0.9
2606;7.2;0.2;0.36;2.5
2607;8.9;0.26;0.33;8.1
2608;7.5;0.25;0.32;8.2
2609;7.1;0.2;0.3;0.9
2610;6.3;0.27;0.46;11.1
2611;6.5;0.3;0.39;7.8
2612;6.7;0.3;0.29;2.8
2613;6.6;0.36;0.52;10.1
2614;6.15;0.21;0.37;
2615;6.5;0.18;0.41;14.2
2616;6.5;0.18;0.41;14.2
2617;6.5;0.18;0.41;14.2
2618;6.6;0.26;0.21;2.9
2619;6.6;0.35;0.35;6.0
2620;6.5;0.28;0.28;
2621;6.6;0.36;0.52;10.1
2622;6.6;0.26;0.21;2.9
2623;6.5;0.18;0.41;14.2
2624;6.15;0.21;0.37;3.2
2625;4.5;0.19;0.21;0.95
2626;8.0;0.24;0.26;1.7
2627;7.8;0.17;0.23;1.7
2628;7.0;0.24;0.24;9.0
2629;5.8;0.6;0.0;1.3
2630;5.9;0.445;0.26;1.4
2631;6.7;0.28;0.28;2.4
2632;6.8;0.44;0.2;16.0
2633;7.2;0.24;0.27;11.4
2634;8.7;0.31;0.73;
2635;8.2;0.32;0.26;2.1
2636;7.2;0.24;0.27;11.4
2637;8.7;0.31;0.73;
2638;7.5;0.13;0.38;1.1
2639;9.2;0.14;0.37;1.1
2640;7.4;0.2;0.37;1.2
2641;6.1;0.15;0.35;15.8
2642;7.6;0.23;0.4;5.2
2643;8.1;0.33;0.22;5.2
2644;7.15;0.17;0.24;9.6
2645;6.7;0.12;0.3;5.2
2646;5.7;0.18;0.36;1.2
2647;5.8;0.15;0.28;0.8
2648;6.6;0.23;0.29;14.45
2649;7.15;0.17;0.24;9.6
2650;7.0;0.34;0.39;6.9
2651;6.4;0.68;0.26;3.4
2652;7.3;0.22;0.31;2.3
2653;6.4;0.28;0.27;11.0
2654;6.9;0.4;0.22;5.95
2655;6.8;0.19;0.23;5.1
2656;7.1;0.23;0.24;5.4
2657;6.45;0.14;0.42;1.2
2658;6.5;0.15;0.44;12.6
2659;7.1;0.15;0.34;1.0
2660;6.7;0.33;0.34;6.6
2661;7.2;0.3;0.26;1.5
2662;7.0;0.23;0.33;1.0
2663;8.0;0.13;0.25;1.1
2664;6.2;0.21;0.34;6.6
2665;8.3;0.4;0.41;8.2
2666;5.9;0.34;0.31;2.0
2667;6.6;0.12;0.25;1.4
2668;9.6;0.655;0.21;2.0
2669;6.8;0.26;0.4;7.5
2670;5.9;0.34;0.31;2.0
2671;5.9;0.3;0.3;2.0
2672;7.0;0.15;0.3;13.3
2673;7.9;0.37;0.31;
2674;7.2;0.35;0.25;5.6
2675;7.2;0.32;0.24;5.6
2676;7.6;0.1;0.33;1.0
2677;6.2;0.25;0.31;3.2
2678;7.1;0.31;0.17;1.0
2679;7.6;0.18;0.28;7.1
2680;8.0;0.17;0.29;2.4
2681;7.2;0.19;0.27;11.2
2682;7.6;0.32;0.25;9.5
2683;7.1;0.31;0.17;1.0
2684;6.6;0.21;0.29;1.8
2685;7.0;0.16;0.36;2.6
2686;8.0;0.17;0.29;2.4
2687;6.6;0.24;0.38;8.0
2688;7.2;0.19;0.27;11.2
2689;7.6;0.18;0.28;7.1
2690;6.9;0.3;0.25;3.3
2691;6.2;0.28;0.27;10.3
2692;6.9;0.31;0.32;
2693;6.7;0.23;0.25;1.6
2694;6.2;0.28;0.27;
2695;5.7;0.23;0.28;9.65
2696;6.5;0.22;0.5;16.4
2697;7.0;0.18;0.37;
2698;6.9;0.31;0.32;1.2
2699;6.9;0.3;0.25;3.3
2700;6.5;0.46;0.31;5.0
2701;6.5;0.23;0.36;16.3
2702;6.5;0.23;0.36;16.3
2703;6.5;0.23;0.36;16.3
2704;6.6;0.26;0.38;6.5
2705;6.7;0.26;0.39;6.4
2706;7.5;0.28;0.39;10.2
2707;6.5;0.23;0.36;16.3
2708;6.8;0.23;0.42;7.4
2709;7.8;0.25;0.34;13.7
2710;7.8;0.25;0.34;13.7
2711;5.6;0.2;0.22;
2712;6.4;0.21;0.44;7.4
2713;6.8;0.23;0.42;7.4
2714;6.8;0.24;0.37;7.45
2715;7.8;0.25;0.28;
2716;7.8;0.25;0.34;13.7
2717;6.8;0.16;0.29;10.4
2718;5.2;0.28;0.29;
2719;7.5;0.18;0.31;6.5
2720;7.5;0.26;0.3;4.6
2721;8.2;0.37;0.64;13.9
2722;7.6;0.4;0.27;
2723;7.5;0.26;0.25;1.7
2724;7.5;0.18;0.31;6.5
2725;6.9;0.23;0.32;16.4
2726;5.3;0.2;0.31;3.6
2727;6.5;0.17;0.31;1.5
2728;6.5;0.35;0.28;12.4
2729;6.5;0.29;0.31;1.7
2730;6.8;0.3;0.22;6.2
2731;7.9;0.51;0.36;6.2
2732;7.9;0.51;0.34;2.6
2733;6.5;0.29;0.31;1.7
2734;7.1;0.29;0.28;9.3
2735;6.5;0.35;0.28;12.4
2736;6.5;0.17;0.31;1.5
2737;7.4;0.2;0.28;9.1
2738;6.9;0.615;0.42;12.0
2739;6.8;0.32;0.28;4.8
2740;6.3;0.2;0.19;12.3
2741;6.9;0.615;0.42;12.0
2742;8.0;0.23;0.28;2.7
2743;6.7;0.27;0.33;3.6
2744;6.7;0.27;0.33;
2745;6.7;0.44;0.22;
2746;7.0;0.34;0.3;1.8
2747;7.3;0.26;0.33;11.8
2748;5.8;0.17;0.34;1.8
2749;7.3;0.26;0.33;11.8
2750;5.8;0.17;0.34;1.8
2751;6.8;0.17;0.36;1.4
2752;7.1;0.43;0.3;6.6
2753;5.8;0.315;0.27;1.55
2754;5.9;0.17;0.28;0.7
2755;6.6;0.34;0.18;6.4
2756;8.6;0.33;0.34;11.8
2757;5.6;0.12;0.26;
2758;5.8;0.13;0.26;
2759;7.7;0.18;0.35;5.8
2760;7.7;0.16;0.36;5.9
2761;6.0;0.26;0.15;1.3
2762;7.3;0.32;0.35;1.4
2763;7.7;0.3;0.34;1.2
2764;7.9;0.16;0.3;7.4
2765;6.4;0.27;0.29;10.8
2766;6.9;0.16;0.37;
2767;7.9;0.16;0.3;7.4
2768;7.7;0.3;0.34;1.2
2769;7.3;0.32;0.35;1.4
2770;6.4;0.44;0.44;14.4
2771;6.3;0.2;0.24;1.7
2772;6.2;0.29;0.32;3.6
2773;7.6;0.39;0.32;3.6
2774;7.0;0.36;0.32;
2775;7.0;0.36;0.32;10.05
2776;7.0;0.36;0.32;10.5
2777;7.6;0.2;0.36;1.9
2778;7.6;0.39;0.32;3.6
2779;6.7;0.2;0.37;1.65
2780;6.2;0.235;0.34;
2781;7.8;0.965;0.6;65.8
2782;7.1;0.2;0.31;
2783;7.1;0.2;0.31;7.4
2784;7.1;0.2;0.31;7.4
2785;6.4;0.24;0.25;20.2
2786;8.0;0.3;0.36;
2787;6.4;0.24;0.25;20.2
2788;6.9;0.4;0.42;6.2
2789;6.9;0.4;0.43;6.2
2790;7.1;0.2;0.31;6.85
2791;6.6;0.25;0.51;8.0
2792;6.8;0.26;0.44;8.2
2793;6.5;0.37;0.3;2.2
2794;6.8;0.35;0.53;10.1
2795;6.4;0.22;0.32;7.2
2796;6.5;0.37;0.3;2.2
2797;6.8;0.35;0.53;10.1
2798;6.9;0.31;0.32;1.6
2799;6.7;0.16;0.37;1.3
2800;6.6;0.25;0.51;8.0
2801;6.8;0.26;0.44;8.2
2802;5.6;0.15;0.31;5.3
2803;5.5;0.15;0.32;14.0
2804;6.4;0.22;0.32;7.2
2805;7.3;0.2;0.26;1.6
2806;7.5;0.17;0.71;11.8
2807;7.5;0.18;0.72;
2808;7.0;0.27;0.48;6.1
2809;5.8;0.32;0.31;2.7
2810;7.8;0.26;0.31;3.6
2811;7.4;0.3;0.32;1.7
2812;6.7;0.16;0.34;1.6
2813;5.8;0.32;0.31;2.7
2814;6.7;0.19;0.39;1.0
2815;6.6;0.36;0.24;0.9
2816;7.2;0.17;0.41;
2817;6.7;0.19;0.39;1.0
2818;6.0;0.11;0.47;10.6
2819;6.0;0.21;0.34;2.0
2820;6.7;0.325;0.82;1.2
2821;6.6;0.4;0.46;6.2
2822;6.5;0.2;0.24;
2823;7.6;0.27;0.34;5.0
2824;7.2;0.26;0.4;6.3
2825;6.3;0.25;0.22;3.3
2826;6.5;0.22;0.45;8.0
2827;6.4;0.14;0.31;
2828;6.4;0.14;0.31;1.2
2829;7.1;0.26;0.32;
2830;6.6;0.22;0.34;11.6
2831;6.6;0.45;0.43;7.2
2832;6.6;0.17;0.3;1.1
2833;7.2;0.44;0.28;3.4
2834;6.2;0.15;0.27;1.4
2835;6.3;0.25;0.22;3.3
2836;6.5;0.22;0.45;8.0
2837;7.3;0.26;0.3;9.3
2838;6.9;0.15;0.29;2.3
2839;5.8;0.22;0.29;0.9
2840;6.5;0.37;0.33;3.5
2841;5.5;0.375;0.38;
2842;5.9;0.2;0.4;1.3
2843;5.9;0.22;0.38;1.3
2844;8.0;0.22;0.31;5.6
2845;6.5;0.22;0.29;7.4
2846;6.9;0.15;0.29;2.3
2847;5.8;0.2;0.34;1.0
2848;6.6;0.31;0.07;
2849;7.7;0.43;0.37;10.0
2850;6.7;0.24;0.29;14.9
2851;7.3;0.23;0.34;9.3
2852;7.9;0.2;0.39;1.0
2853;5.3;0.16;0.39;1.0
2854;6.4;0.21;0.28;5.9
2855;6.9;0.33;0.26;5.0
2856;5.6;0.18;0.58;1.25
2857;6.6;0.29;0.31;3.9
2858;6.9;0.33;0.26;5.0
2859;6.6;0.21;0.36;0.8
2860;7.3;0.21;0.33;1.0
2861;6.4;0.21;0.28;5.9
2862;5.1;0.11;0.32;1.6
2863;6.5;0.15;0.32;1.3
2864;5.3;0.16;0.39;1.0
2865;5.6;0.19;0.46;1.1
2866;5.6;0.18;0.58;1.25
2867;6.7;0.48;0.32;
2868;6.2;0.23;0.23;1.2
2869;6.0;0.17;0.29;5.0
2870;6.7;0.48;0.32;1.4
2871;6.7;0.15;0.38;
2872;4.2;0.17;0.36;1.8
2873;5.8;0.21;0.32;1.6
2874;5.4;0.23;0.36;1.5
2875;6.7;0.15;0.38;1.7
2876;6.4;0.22;0.31;
2877;6.5;0.15;0.55;5.9
2878;5.9;0.32;0.33;2.1
2879;5.7;0.37;0.3;1.1
2880;7.9;0.25;0.35;6.7
2881;7.2;0.21;0.28;2.7
2882;7.0;0.24;0.3;6.7
2883;6.8;0.475;0.33;3.95
2884;7.0;0.28;0.32;7.75
2885;6.9;0.4;0.3;10.6
2886;6.6;0.41;0.31;1.6
2887;6.4;0.2;0.28;2.5
2888;8.5;0.22;0.34;0.7
2889;8.4;0.36;0.36;11.1
2890;5.2;0.285;0.29;5.15
2891;6.9;0.2;0.3;4.7
2892;6.7;0.42;0.46;9.7
2893;6.2;0.16;0.34;1.7
2894;6.4;0.125;0.36;1.4
2895;6.4;0.44;0.26;2.0
2896;7.0;0.31;0.39;7.5
2897;6.7;0.42;0.46;9.7
2898;8.6;0.18;0.28;0.8
2899;6.2;0.21;0.26;13.1
2900;6.1;0.16;0.37;1.1
2901;6.5;0.22;0.32;2.2
2902;6.2;0.36;0.14;8.9
2903;5.7;0.21;0.25;1.1
2904;6.4;0.25;0.32;0.9
2905;7.6;0.31;0.26;1.7
2906;6.6;0.26;0.46;6.9
2907;5.7;0.21;0.25;1.1
2908;6.2;0.2;0.31;
2909;6.2;0.18;0.3;1.0
2910;6.1;0.37;0.2;7.6
2911;6.2;0.36;0.14;8.9
2912;6.5;0.22;0.32;2.2
2913;7.7;0.18;0.3;1.2
2914;6.9;0.14;0.38;1.0
2915;6.9;0.14;0.38;1.0
2916;6.0;0.44;0.26;3.1
2917;7.1;0.36;0.4;1.95
2918;5.7;0.28;0.28;
2919;6.4;0.16;0.32;8.75
2920;7.4;0.28;0.4;11.9
2921;6.7;0.39;0.31;2.7
2922;6.5;0.44;0.47;5.45
2923;6.9;0.22;0.31;6.3
2924;6.6;0.22;0.29;14.4
2925;7.7;0.25;0.3;7.8
2926;5.2;0.155;0.33;1.6
2927;7.0;0.31;0.31;9.1
2928;7.0;0.31;0.31;9.1
2929;6.6;0.22;0.29;14.4
2930;5.6;0.21;0.4;1.3
2931;5.2;0.155;0.33;
2932;6.4;0.25;0.32;11.3
2933;6.9;0.22;0.31;6.3
2934;5.3;0.21;0.29;0.7
2935;7.1;0.27;0.28;1.25
2936;5.2;0.17;0.27;0.7
2937;7.7;0.25;0.3;7.8
2938;7.0;0.12;0.29;10.3
2939;7.0;0.12;0.29;
2940;7.1;0.29;0.34;7.8
2941;7.2;0.3;0.3;8.7
2942;6.8;0.26;0.46;8.3
2943;7.0;0.12;0.29;10.3
2944;7.1;0.29;0.34;7.8
2945;4.9;0.33;0.31;1.2
2946;5.1;0.29;0.28;8.3
2947;5.1;0.29;0.28;8.3
2948;6.8;0.26;0.48;6.2
2949;6.0;0.28;0.52;5.0
2950;6.0;0.28;0.25;1.8
2951;7.2;0.2;0.22;1.6
2952;6.1;0.27;0.25;1.8
2953;6.0;0.28;0.25;1.8
2954;6.4;0.29;0.3;2.9
2955;7.4;0.35;0.24;6.0
2956;8.1;0.12;0.38;0.9
2957;6.4;0.12;0.3;1.1
2958;7.2;0.2;0.22;1.6
2959;7.3;0.4;0.26;5.45
2960;7.7;0.11;0.34;
2961;6.9;0.23;0.41;8.0
2962;6.9;0.38;0.38;13.1
2963;7.5;0.38;0.29;4.9
2964;5.8;0.19;0.24;1.3
2965;5.5;0.34;0.26;2.2
2966;6.6;0.23;0.3;14.9
2967;6.6;0.23;0.3;14.9
2968;8.4;0.31;0.31;0.95
2969;6.7;0.2;0.3;1.4
2970;8.4;0.31;0.31;0.95
2971;7.3;0.26;0.24;1.7
2972;6.3;0.22;0.22;5.6
2973;6.6;0.23;0.3;14.9
2974;7.5;0.19;0.4;7.1
2975;8.0;0.14;0.33;1.2
2976;6.8;0.32;0.39;9.6
2977;6.6;0.23;0.2;11.4
2978;6.6;0.23;0.2;11.4
2979;6.7;0.36;0.26;
2980;6.1;0.38;0.42;5.0
2981;8.5;0.23;0.28;11.1
2982;7.0;0.2;0.31;8.0
2983;6.0;0.26;0.32;
2984;6.9;0.3;0.3;10.55
2985;6.7;0.18;0.28;10.2
2986;6.7;0.18;0.28;10.2
2987;6.8;0.18;0.28;9.8
2988;7.2;0.19;0.31;6.3
2989;6.2;0.16;0.32;1.1
2990;5.0;0.27;0.32;4.5
2991;6.3;0.37;0.28;6.3
2992;6.6;0.2;0.27;10.9
2993;6.8;0.18;0.28;9.8
2994;6.8;0.18;0.28;
2995;6.6;0.28;0.34;0.8
2996;6.5;0.35;0.36;0.8
2997;6.9;0.25;0.33;1.2
2998;6.0;0.32;0.3;1.3
2999;6.8;0.18;0.28;9.8
3000;6.7;0.18;0.28;10.2
3001;6.6;0.2;0.27;10.9
3002;6.3;0.37;0.28;6.3
3003;7.2;0.19;0.31;6.3
3004;6.3;0.18;0.36;1.2
3005;6.9;0.3;0.36;0.9
3006;6.2;0.16;0.32;1.1
3007;5.0;0.27;0.32;
3008;5.0;0.3;0.33;3.7
3009;6.5;0.2;0.5;18.1
3010;6.7;0.25;0.31;1.35
3011;6.6;0.22;0.36;5.5
3012;6.8;0.25;0.37;3.1
3013;7.0;0.13;0.37;
3014;7.0;0.45;0.34;19.8
3015;7.2;0.32;0.3;8.25
3016;7.0;0.13;0.37;12.85
3017;5.9;0.34;0.3;3.8
3018;6.8;0.22;0.31;6.9
3019;7.2;0.32;0.3;8.25
3020;8.4;0.32;0.35;
3021;6.8;0.27;0.29;4.6
3022;8.0;0.74;0.21;4.0
3023;7.0;0.45;0.34;19.8
3024;7.0;0.13;0.37;12.85
3025;5.4;0.22;0.29;1.2
3026;8.4;0.22;0.3;8.9
3027;7.4;0.32;0.22;
3028;7.5;0.18;0.37;6.2
3029;7.1;0.47;0.29;14.8
3030;7.1;0.47;0.29;14.8
3031;5.8;0.19;0.25;10.8
3032;6.7;0.14;0.46;1.6
3033;6.8;0.24;0.38;8.3
3034;6.9;0.25;0.47;8.4
3035;6.0;0.24;0.33;2.5
3036;6.8;0.29;0.34;3.5
3037;6.3;0.33;0.42;17.2
3038;6.5;0.23;0.45;2.1
3039;6.3;0.27;0.29;12.2
